ZTFID,IAUID,host_redshift
ZTF21abrxwvv,SN2021vkg,0.093
ZTF21abrylwg,SN2021vkc,0.099
ZTF21abrzdqx,SN2021vjz,0.066
ZTF21abrzsol,SN2021vjx,0.033
ZTF21absbujl,SN2021vts,0.072
ZTF21absbwyz,SN2021vou,0.09
ZTF21abshszs,SN2021wkf,0.078
ZTF21absvlrr,SN2021vtq,0.0208
ZTF21abtbygc,SN2021wcd,0.063
ZTF21abtfogg,SN2021wfn,0.09
ZTF21abtgbwr,SN2021xau,0.083
ZTF21abtsoky,SN2021zfo,0.085
ZTF21abtucck,SN2021wca,0.065
ZTF21abtuutw,SN2021whj,0.079
ZTF21abtxglm,SN2021wdx,0.054491
ZTF21abtxnir,SN2021wdn,0.043
ZTF21abtzmlz,SN2021wtt,0.037
ZTF21abubxmc,SN2021wfl,0.08
ZTF21abuetqc,SN2021wrt,0.081
ZTF21abuetwv,SN2021whb,0.096
ZTF21abufayv,SN2021wud,0.085
ZTF21abuffew,SN2021wev,0.07
ZTF21abujejr,SN2021wlw,0.065
ZTF21abukrln,SN2021wue,0.08
ZTF21abukwfl,SN2021xbb,0.0812139
ZTF21abulsgn,SN2021wlx,0.06
ZTF21abuuzrk,SN2021wvl,0.0523
ZTF21abuxuxj,SN2021wjn,0.02
ZTF21abuyhau,SN2021wvk,0.066
ZTF21abuyyxi,SN2021wvf,0.05
ZTF21abvbhul,SN2021xjs,0.063
ZTF21abvbihc,SN2021wwq,0.050185
ZTF21abvcarc,SN2021wwg,0.022609
ZTF21abvctva,SN2021wqc,0.069
ZTF21abvddpq,SN2021wwc,0.093
ZTF21abvfacx,SN2021wyd,0.04
ZTF21abvhxyk,SN2021xan,0.067693
ZTF21abvicne,SN2021wyw,0.0426
ZTF21abvrfsr,SN2021xsm,0.041
ZTF21abvrlup,SN2021xae,0.091092
ZTF21abvrrmy,SN2021xab,0.064
ZTF21abvtfxn,SN2021wzc,0.067
ZTF21abvtikp,SN2021wzy,0.093
ZTF21abvtuir,SN2021wzt,0.057216
ZTF21abvuttc,SN2021wzq,0.067
ZTF21abvvivq,SN2021xes,0.079078
ZTF21abvxguf,SN2021xge,0.076
ZTF21abvyxfs,SN2021xbw,0.099
ZTF21abwcned,SN2021xbm,0.053
ZTF21abwcnpe,SN2021xjl,0.108
ZTF21abwdzio,SN2021xgd,0.063
ZTF21abwfnru,SN2021xeo,0.05498
ZTF21abwgpgt,SN2021xel,0.04
ZTF21abwjibi,SN2021xdx,0.083
ZTF21abwprfg,SN2021xlj,0.083
ZTF21abwprfj,SN2021xli,0.067
ZTF21abwtnzp,SN2021xvg,0.064
ZTF21abwtybk,SN2021xvv,0.06
ZTF21abwukki,SN2021xko,0.094
ZTF21abwunpp,SN2021xkn,0.084
ZTF21abwurky,SN2021xkm,0.052334
ZTF21abwxaht,SN2021xqc,0.058
ZTF21abwxext,SN2021xyk,0.079
ZTF21abwxhje,SN2021xxz,0.08
ZTF21abwzpgf,SN2021xmz,0.0375690013
ZTF21abxdact,SN2021xmj,0.04
ZTF21abxdibe,SN2021xpk,0.094
ZTF21abxjcdc,SN2021ybw,0.087
ZTF21abxknvv,SN2021xuj,0.088
ZTF21abxlpkc,SN2021xxn,0.0661
ZTF21abxmvby,SN2021xhj,0.105
ZTF21abxniow,SN2021xxk,0.080257
ZTF21abxnjeg,SN2022acln,0.062
ZTF21abxzzys,SN2021ygf,0.098876
ZTF21abyakea,SN2021yah,0.047393
ZTF21abyazip,SN2021yeg,0.059
ZTF21abybgjx,SN2021xzl,0.044678
ZTF21abybnni,SN2021ycy,0.074819
ZTF21abychwq,SN2021xzk,0.055575
ZTF21abyfxqr,SN2021xzf,0.058
ZTF21abyjydm,SN2021ytv,0.124
ZTF21abylukk,SN2021yly,0.082
ZTF21abyonuw,SN2021yip,0.128
ZTF21abyvjeq,SN2021yew,0.1
ZTF21abywdxt,SN2021yim,0.07
ZTF21abzadod,SN2021yfm,0.068
ZTF21abzcpiw,SN2021yfh,0.078
ZTF21abzcplo,SN2021ymm,0.059374
ZTF21abzgzvs,SN2021yhi,0.049684
ZTF21abzithf,SN2024svu,0.09
ZTF21abzkgvc,SN2021yhs,0.098
ZTF21abzxkyv,SN2021ylg,0.085717
ZTF21abzywja,SN2021ymj,0.084
ZTF21acaegsr,SN2021ypa,0.03438
ZTF21acaeoms,SN2021ypc,0.039
ZTF21acafsjy,SN2021ywh,0.097
ZTF21acapxdf,SN2021yno,0.074
ZTF21acaqdnb,SN2021ymn,0.051
ZTF21acasloo,SN2021ytp,0.065
ZTF21acaspdb,SN2021yqn,0.060653
ZTF21acasrer,SN2021yqm,0.064
ZTF21acaszik,SN2021yrz,0.068
ZTF21acbcjwa,SN2021ypz,0.061
ZTF21acbfyew,SN2025acqv,0.018449
ZTF21acbgcma,SN2021yvh,0.05239
ZTF21acbjxhr,SN2021ysn,0.085
ZTF21acbmxgn,SN2021yxy,0.029
ZTF21acbntop,SN2021ywa,0.06744
ZTF21acbuwgu,SN2021yzz,0.0533
ZTF21acbvwej,SN2021yux,0.086621
ZTF21acbxtir,SN2021zac,0.028
ZTF21acbxtqq,SN2021yuq,0.046
ZTF21accfbyj,SN2021yzw,0.043957
ZTF21acchwaw,SN2021zgw,0.089
ZTF21accibae,SN2021yyu,0.066
ZTF21acciklh,SN2021zax,0.08806
ZTF21acclizu,SN2021zau,0.045
ZTF21accteto,SN2021zbz,0.0931728
ZTF21acctrsp,SN2021zep,0.09
ZTF21accuexh,SN2021zcv,0.072
ZTF21accyvil,SN2021zdx,0.0715
ZTF21acdajtx,SN2021zfq,0.0259
ZTF21acdcxfz,SN2021zfr,0.032
ZTF21acdenty,SN2021zgx,0.056
ZTF21acdjasw,SN2021zfe,0.063
ZTF21acdkxcr,SN2021zhx,0.112
ZTF21acdphro,SN2021zgk,0.053
ZTF21acdtosh,SN2021zoj,0.08137
ZTF21acdvban,SN2021zso,0.102
ZTF21acdvkcj,SN2021zoe,0.01980166
ZTF21acdwvwo,SN2021zqc,0.028
ZTF21acdykpb,SN2021zqd,0.088
ZTF21aceccve,SN2021zrr,0.061
ZTF21acefbte,SN2021zri,0.041323
ZTF21acefcnp,SN2021aasg,0.085
ZTF21acempzi,SN2021zzu,0.037
ZTF21aceqgbv,SN2021aabn,0.081
ZTF21aceujob,SN2021aaem,0.088
ZTF21aceyqog,SN2021aaic,0.058
ZTF21acfabut,SN2021aadb,0.07318
ZTF21acfaugw,SN2021aadr,0.04233
ZTF21acfcgnk,SN2021aaht,0.075
ZTF21acfcthx,SN2021aagn,0.091
ZTF21acfflog,SN2021aalx,0.032246
ZTF21acfgfuy,SN2021aagl,0.069
ZTF21acfgjiw,SN2021aanc,0.037
ZTF21acfiqtd,SN2021aavm,0.0824
ZTF21acfkkad,SN2021aakn,0.072
ZTF21acfmxeu,SN2023mbs,0.0876
ZTF21acfslmr,SN2021aamr,0.069906
ZTF21acgnagk,SN2021abcv,0.077
ZTF21acgudgo,SN2021aatq,0.06
ZTF21acgumps,SN2021aasi,0.040899
ZTF21acgupte,SN2021aash,0.077
ZTF21acgxwlz,SN2021abds,0.07
ZTF21acgxzha,SN2021aazk,0.065
ZTF21acgyzel,SN2021abam,0.049
ZTF21acgzgvm,SN2021abaj,0.064
ZTF21acgzwsc,SN2021abah,0.066
ZTF21achaubw,SN2021aaqc,0.064
ZTF21achauvx,SN2021abbh,0.041
ZTF21achaxmt,SN2021abnc,0.08
ZTF21achbgdo,SN2021abbm,0.089
ZTF21achhwdz,SN2021abhh,0.041
ZTF21achiyue,SN2021aboy,0.09
ZTF21achjcui,SN2021abiu,0.053934
ZTF21achlxxo,SN2021abll,0.08145
ZTF21achptrd,SN2021abmh,0.058
ZTF21achqzub,SN2021abew,0.04
ZTF21achrlmg,SN2021aboz,0.067
ZTF21achxlkq,SN2021abpt,0.014
ZTF21achyvno,SN2021abym,0.066
ZTF21achzpyc,SN2021abvy,0.075
ZTF21acidhhs,SN2021abzu,0.076916
ZTF21acigjrl,SN2021abyn,0.07817
ZTF21aciialn,SN2023gbn,0.05435
ZTF21acimjvp,SN2021acci,0.047
ZTF21acindcq,SN2021accx,0.031
ZTF21acinvvh,SN2021abzo,0.0675
ZTF21acinyte,SN2021abzn,0.033745139837265
ZTF21acioiha,SN2021acgq,0.098
ZTF21acionva,SN2021acmw,0.071
ZTF21aciouwz,SN2021accl,0.055
ZTF21acipdhn,SN2021abzk,0.079
ZTF21acipmgw,SN2021abzi,0.067155
ZTF21acipofv,SN2017baq,0.058143
ZTF21acirmcv,SN2021acbi,0.074
ZTF21acirtph,SN2021aclt,0.101
ZTF21acisemu,SN2021acck,0.044
ZTF21acisqde,SN2021acea,0.084
ZTF21aciuhyy,SN2021acgl,0.097
ZTF21aciuvmg,SN2021acgk,0.076
ZTF21aciwkzc,SN2021achd,0.0601
ZTF21acixxub,SN2021acxz,0.089
ZTF21acizrpw,SN2021acnx,0.029
ZTF21acjbedo,SN2021acpx,0.067
ZTF21acjcrzd,SN2021acxk,0.033
ZTF21acjcwyn,SN2021acxh,0.1
ZTF21acjdwfe,SN2021acof,0.107
ZTF21acjeegy,SN2021aclv,0.018279
ZTF21acjgafq,SN2021ackd,0.049658
ZTF21acjgqjl,SN2021aclz,0.049511
ZTF21acjjwmj,SN2021acvj,0.065
ZTF21acjjxww,SN2021actt,0.08217
ZTF21acjnajt,SN2021acpj,0.094
ZTF21acjnzdh,SN2021acoz,0.095
ZTF21acjosix,SN2021aczr,0.102
ZTF21acjosti,SN2021acxt,0.088
ZTF21acjotbf,SN2021acmy,0.07391
ZTF21acjotip,SN2021adgm,0.079174
ZTF21acjrfhr,SN2021actw,0.084
ZTF21acjurqj,SN2021acts,0.089
ZTF21acjvgxg,SN2021adgw,0.087
ZTF21acjvjyk,SN2021adcx,0.026775
ZTF21acjxsrf,SN2021acvk,0.089
ZTF21ackcrao,SN2021acsw,0.059
ZTF21ackdwjm,SN2021adpo,0.075
ZTF21acklnrz,SN2021aicm,0.092223
ZTF21ackmjip,SN2021adex,0.051
ZTF21ackqbow,SN2021addd,0.037396
ZTF21ackrvob,SN2021adlp,0.066
ZTF21ackwgzm,SN2021aduz,0.110755
ZTF21aclhsxb,SN2021adlv,0.033
ZTF21acljfzt,SN2021adhw,0.0636
ZTF21aclypvs,SN2021aceo,0.048
ZTF21aclzodp,SN2021adoz,0.056
ZTF21acmresp,SN2021adva,0.07
ZTF21acngvxd,SN2021aemm,0.064
ZTF21acnveyk,SN2021adza,0.0634
ZTF21acojncf,SN2021aeer,0.059
ZTF21acoqbfm,SN2021aeqm,0.045
ZTF21acoqbuo,SN2021aegw,0.055248
ZTF21acouzjv,SN2021aeqh,0.028
ZTF21acqceqc,SN2024gbl,0.040855
ZTF21acqwbsn,SN2023xpp,0.0645
ZTF22aacwsjl,SN2023hsq,0.0698
ZTF22aadetzg,SN2022fnu,0.064921
ZTF22aadeurv,SN2022fud,0.06
ZTF22aadfbim,SN2022gdi,0.076
ZTF22aadfcnz,SN2022gdg,0.075
ZTF22aadfgpu,SN2022gjq,0.073
ZTF22aadfstk,SN2022fqn,0.079
ZTF22aadghdv,SN2022gjr,0.067
ZTF22aadkocy,SN2022gnd,0.026355
ZTF22aadlnaf,SN2022fwg,0.038
ZTF22aadpgmo,SN2022gre,0.078
ZTF22aaeaktc,SN2022gcf,0.08
ZTF22aaeaqmz,SN2022gpw,0.067
ZTF22aaedgbt,SN2022fqo,0.085
ZTF22aaedrzw,SN2022glb,0.069441
ZTF22aaefjef,SN2022gks,0.073
ZTF22aaejjtb,SN2022gqh,0.064746
ZTF22aaekgxv,SN2022hax,0.048
ZTF22aaektkm,SN2022gra,0.065
ZTF22aaemgsl,SN2022gyi,0.062604
ZTF22aaemhwl,SN2022gnz,0.033128
ZTF22aaeviey,SN2022gwh,0.030057
ZTF22aaevnvp,SN2022has,0.073
ZTF22aaezjuu,SN2022hgf,0.06
ZTF22aafdaai,SN2022hbp,0.08
ZTF22aaffaah,SN2022haz,0.077496
ZTF22aafffpq,SN2022hja,0.049751
ZTF22aafnqfz,SN2022hlj,0.05447
ZTF22aafnqtw,SN2022hlc,0.05013
ZTF22aafntmb,SN2022hmm,0.074613
ZTF22aafokgy,SN2022hlh,0.06
ZTF22aafoweb,SN2022hox,0.05707
ZTF22aafqamd,SN2022hqu,0.059
ZTF22aafrsmk,SN2022hoc,0.036061
ZTF22aagetzx,SN2022hqs,0.026031
ZTF22aagsmli,SN2022imy,0.076105
ZTF22aagtxzo,SN2022hsv,0.0817
ZTF22aagyrlp,SN2022huw,0.044607
ZTF22aagzcai,SN2022hvo,0.070743
ZTF22aahaufu,SN2022hzc,0.059772
ZTF22aahebcu,SN2022ibc,0.042
ZTF22aahefxi,SN2022ihd,0.0601232
ZTF22aahgxbx,SN2024grp,0.044
ZTF22aahhgue,SN2022igf,0.096
ZTF22aahhlnd,SN2022ied,0.051
ZTF22aahhocd,SN2022igc,0.078
ZTF22aahhubz,SN2022irt,0.097
ZTF22aahhzqi,SN2022ies,0.0684
ZTF22aahieds,SN2022ifn,0.05114049
ZTF22aahiyfc,SN2022iem,0.066
ZTF22aahjayr,SN2022ilq,0.069
ZTF22aahndul,SN2022isx,0.084503
ZTF22aahwcya,SN2022jfi,0.0653
ZTF22aahwlcv,SN2022iup,0.06157279
ZTF22aahygkd,SN2022iqp,0.075485
ZTF22aahyqck,SN2022iqj,0.061
ZTF22aaidexe,SN2022isb,0.077198
ZTF22aaiiiho,SN2022itd,0.06
ZTF22aaiisww,SN2022jdt,0.1078756
ZTF22aaijrcl,SN2022ine,0.049088
ZTF22aaijrul,SN2022jsn,0.09
ZTF22aaimgvi,SN2022izy,0.07463576
ZTF22aaipocw,SN2022jbg,0.029787
ZTF22aajezaq,SN2022jhq,0.022019
ZTF22aajhiri,SN2022jny,0.064
ZTF22aajhkvu,SN2022jnx,0.05828
ZTF22aajhlat,SN2022jnv,0.076
ZTF22aajhtpy,SN2022jnr,0.035
ZTF22aajigho,SN2022jnm,0.07086472
ZTF22aajijjf,SN2022joj,0.03
ZTF22aajiynq,SN2022jpn,0.084
ZTF22aajlruz,SN2022jsj,0.09
ZTF22aajlzbs,SN2022jtk,0.042
ZTF22aajnffd,SN2022jrq,0.061
ZTF22aajpdbs,SN2022jsp,0.0694
ZTF22aajpgof,SN2022jsg,0.07
ZTF22aajpzwm,SN2022jsd,0.043647
ZTF22aajrjrc,SN2022jth,0.0464319997
ZTF22aajrrzz,SN2022jut,0.034129
ZTF22aajrwmu,SN2022juj,0.093761
ZTF22aajryew,SN2022jte,0.050962
ZTF22aajsqdv,SN2022jsz,0.068
ZTF22aajtaem,SN2022jpr,0.0257779993
ZTF22aajvhrj,SN2022jxp,0.061916
ZTF22aajvkrd,SN2022jvk,0.077
ZTF22aajwlug,SN2022jwh,0.12
ZTF22aakanzk,SN2022jzt,0.098
ZTF22aakbzzl,SN2022jyh,0.09
ZTF22aakdwiu,SN2022khr,0.04
ZTF22aakemmo,SN2022kdz,0.057239
ZTF22aaketce,SN2022kgd,0.071236
ZTF22aakethm,SN2022kco,0.053
ZTF22aaklhfg,SN2022kjk,0.041
ZTF22aakmhas,SN2022kyw,0.075
ZTF22aakmtrc,SN2022kpa,0.086
ZTF22aaknczk,SN2022kia,0.08
ZTF22aaknfly,SN2022kla,0.03933082
ZTF22aaknhja,SN2022kie,0.0667
ZTF22aaknmzk,SN2022kkt,0.089
ZTF22aaknrtp,SN2022kkq,0.06
ZTF22aaknvcz,SN2022kob,0.067
ZTF22aakpvbx,SN2022kum,0.054876
ZTF22aakpwqf,SN2022kmp,0.067
ZTF22aakquvw,SN2022kjl,0.031465
ZTF22aakqvzc,SN2022ktw,0.08
ZTF22aakrimd,SN2022ktv,0.085
ZTF22aakrnjw,SN2022klg,0.03
ZTF22aaksdvi,SN2022ktl,0.082
ZTF22aakynop,SN2022kyu,0.073
ZTF22aakyrye,SN2022kuy,0.081
ZTF22aaldrem,SN2022lax,0.058
ZTF22aaljyqw,SN2022lce,0.036
ZTF22aallgci,SN2022kyn,0.079
ZTF22aalmrqp,SN2022llq,0.055
ZTF22aalqzkz,SN2022lnf,0.08
ZTF22aalrcmn,SN2022lbj,0.065
ZTF22aalsbwt,SN2022lrc,0.058
ZTF22aalunvy,SN2022lfg,0.072
ZTF22aaluvun,SN2022lnk,0.028
ZTF22aalvmic,SN2022lzm,0.068
ZTF22aalwbqe,SN2022lqv,0.068
ZTF22aalwnzj,SN2022lov,0.09
ZTF22aalyumh,SN2022lkt,0.079504
ZTF22aalzyzl,SN2022mai,0.07749
ZTF22aambeqv,SN2022lkm,0.044
ZTF22aambfit,SN2022ljt,0.08
ZTF22aambnsg,SN2022lqo,0.078365
ZTF22aamdxkj,SN2022lnq,0.024
ZTF22aamfjun,SN2022lqx,0.1
ZTF22aamfvrs,SN2022lmr,0.075
ZTF22aamfwtc,SN2022lod,0.062
ZTF22aamgjba,SN2022lmx,0.055
ZTF22aamgkdw,SN2022lmt,0.089212
ZTF22aamglev,SN2022lmw,0.087
ZTF22aamhfyu,SN2022lns,0.05
ZTF22aamiomf,SN2022lre,0.0800677
ZTF22aamrhna,SN2022lua,0.059384
ZTF22aamtomc,SN2022lxq,0.017
ZTF22aamuuez,SN2022lpt,0.072
ZTF22aamxszf,SN2022mbt,0.069
ZTF22aamzzjw,SN2022mbq,0.087
ZTF22aankxcq,SN2022mgm,0.091
ZTF22aanppbi,SN2022mhn,0.022279
ZTF22aantrtp,SN2022mkj,0.029761
ZTF22aanumko,SN2022mhe,0.02874
ZTF22aanzrlh,SN2022mnz,0.023
ZTF22aanzset,SN2022mox,0.023199
ZTF22aaoelte,SN2022mxq,0.070123
ZTF22aaoelug,SN2022mzz,0.05237393
ZTF22aaoemmz,SN2022ncf,0.105
ZTF22aaoewrn,SN2022mtp,0.086
ZTF22aaofpts,SN2022mto,0.076
ZTF22aaohkqz,SN2022mzx,0.09676191
ZTF22aaohmcv,SN2022mxe,0.051562
ZTF22aaohpmz,SN2022mxa,0.087951
ZTF22aaohzok,SN2022mvb,0.03
ZTF22aaoiddx,SN2022mzs,0.03465024
ZTF22aaoidkm,SN2022mzr,0.099
ZTF22aaoippk,SN2022nag,0.020954
ZTF22aaojclr,SN2022mvc,0.035027
ZTF22aaojcoc,SN2022nep,0.09257
ZTF22aaolcan,SN2022nez,0.112
ZTF22aaolexr,SN2022nid,0.074
ZTF22aaolvwv,SN2022njv,0.04
ZTF22aaonqcc,SN2022mzb,0.057
ZTF22aaoqfsm,SN2022nkq,0.056
ZTF22aaoqlos,SN2022ney,0.056
ZTF22aaorbxb,SN2022nbq,0.075
ZTF22aaorjov,SN2022nbn,0.049
ZTF22aaorkwk,SN2022nbm,0.078
ZTF22aaoskwd,SN2022ndt,0.071099
ZTF22aaowhti,SN2022ngx,0.057
ZTF22aaowkts,SN2022nhl,0.0420189984
ZTF22aaoxiux,SN2022ngs,0.033
ZTF22aaozpun,SN2022nqo,0.093
ZTF22aapaavr,SN2022niz,0.08
ZTF22aaparwk,SN2022niu,0.065
ZTF22aapenmy,SN2022nim,0.042
ZTF22aaphdzl,SN2022nqj,0.06162755
ZTF22aaphemj,SN2022nzb,0.062267
ZTF22aapmmtu,SN2022ojj,0.084
ZTF22aaqhirm,SN2022ohi,0.087
ZTF22aaqlfwe,SN2022oco,0.1169073
ZTF22aaqrflg,SN2024pol,0.079
ZTF22aaqrszt,SN2022rgv,0.053
ZTF22aaqwdjw,SN2022aexv,0.08
ZTF22aarlppe,SN2022oci,0.067
ZTF22aarrbne,SN2022oeg,0.062
ZTF22aartmuz,SN2022ojt,0.0691829
ZTF22aarvtbb,SN2022ohu,0.103
ZTF22aarwpcf,SN2022ogz,0.08
ZTF22aarwtqp,SN2022okh,0.096
ZTF22aasaapb,SN2022orr,0.046
ZTF22aasdtcq,SN2022orh,0.045
ZTF22aasfzzf,SN2022ovn,0.0588104
ZTF22aashqrd,SN2022ojn,0.053267
ZTF22aaskqie,SN2022ojw,0.044
ZTF22aaslyzj,SN2022onk,0.08723
ZTF22aasmgbb,SN2022ore,0.07065351
ZTF22aasmjxf,SN2022oni,0.036792
ZTF22aasmlyn,SN2022onh,0.073
ZTF22aasrmim,SN2022opl,0.076
ZTF22aasvuof,SN2022oru,0.035368
ZTF22aasxakz,SN2022oxd,0.04
ZTF22aasyada,SN2022ovw,0.069966
ZTF22aasycgf,SN2022osg,0.018843
ZTF22aasygdq,SN2022oqx,0.079
ZTF22aasyitj,SN2022oqw,0.068
ZTF22aaszlph,SN2022owf,0.07
ZTF22aataizc,SN2022ouh,0.082
ZTF22aatbtqn,SN2022pcz,0.069
ZTF22aatghyo,SN2022oue,0.054
ZTF22aatlhve,SN2023bmj,0.04864935
ZTF22aatnyqk,SN2022oxt,0.036199
ZTF22aatnyuo,SN2022pau,0.1
ZTF22aattwsv,SN2022oyc,0.0397
ZTF22aatuatn,SN2022oxb,0.07
ZTF22aatuxjc,SN2022pak,0.11
ZTF22aatuxpc,SN2022oxi,0.099
ZTF22aatvdon,SN2022pfb,0.067
ZTF22aaucozn,SN2022pcj,0.039
ZTF22aaudeny,SN2022pag,0.032
ZTF22aaudftc,SN2022pfp,0.0488
ZTF22aauhism,SN2022pcc,0.058
ZTF22aauiabm,SN2022qah,0.069
ZTF22aaujqll,SN2022pbw,0.0815
ZTF22aausgkx,SN2022pdy,0.0768
ZTF22aausixa,SN2022pdq,0.034304
ZTF22aausjcd,SN2022pmp,0.088
ZTF22aauuxul,SN2022pfd,0.084925
ZTF22aauvfay,SN2022pib,0.087
ZTF22aauwyuq,SN2022qfj,0.09
ZTF22aauxpfb,SN2022qaj,0.066
ZTF22aauxzqe,SN2022pom,0.076
ZTF22aavakpj,SN2022pot,0.075
ZTF22aavbezc,SN2022qfp,0.078
ZTF22aavcfed,SN2022pji,0.04127732
ZTF22aavcyar,SN2022puw,0.040208
ZTF22aavdiim,SN2022pjr,0.046
ZTF22aaveqbx,SN2022prd,0.076
ZTF22aavqlzi,SN2022pth,0.085
ZTF22aavwyfw,SN2022poy,0.03373
ZTF22aavzfwp,SN2022ppl,0.08
ZTF22aawavtx,SN2022qch,0.054
ZTF22aawdqfp,SN2022ppj,0.037
ZTF22aaweukv,SN2022psv,0.086
ZTF22aawfjnt,SN2022ppg,0.088
ZTF22aawtunt,SN2022qbg,0.06137601
ZTF22aawzdti,SN2022psj,0.071
ZTF22aawzgcx,SN2022pvn,0.069
ZTF22aaxklbk,SN2022qaz,0.06900232
ZTF22aaxtysg,SN2022qdx,0.03811
ZTF22aayaemx,SN2022qfl,0.103
ZTF22aaycdbt,SN2022qjh,0.037
ZTF22aaydcsb,SN2022qlo,0.03591213
ZTF22aayfpso,SN2022qqi,0.064
ZTF22aaygzdb,SN2022qiw,0.07
ZTF22aayjzmc,SN2022qke,0.075
ZTF22aaylnhq,SN2022qmx,0.35
ZTF22aaymjam,SN2022qsl,0.055
ZTF22aaynvgi,SN2022qyb,0.082
ZTF22aayplsv,SN2022ptu,0.0785
ZTF22aayprcr,SN2022quf,0.05
ZTF22aaypvib,SN2022qmy,0.106
ZTF22aayrhvp,SN2022qot,0.095
ZTF22aayrixx,SN2022qoa,0.061019
ZTF22aayrxbb,SN2022qop,0.07179
ZTF22aayvaoa,SN2022qsn,0.064
ZTF22aayxdkd,SN2022qtb,0.0763915
ZTF22aazeagq,SN2022rdt,0.094
ZTF22aazgaus,SN2022rbf,0.086
ZTF22aazjsqj,SN2022qwx,0.024
ZTF22aazjvid,SN2022qww,0.111
ZTF22aazpfxt,SN2022qzt,0.07
ZTF22aazuowq,SN2022rbp,0.066106
ZTF22abaette,SN2022rfh,0.089
ZTF22abafbzv,SN2022rhc,0.054
ZTF22abahblc,SN2022rfn,0.029
ZTF22abahzeh,SN2022rgz,0.048994
ZTF22abaiyyz,SN2022rkf,0.089
ZTF22abakcfy,SN2022rmj,0.049
ZTF22abamnmb,SN2022rkc,0.07
ZTF22abanxam,SN2022rlp,0.04566319
ZTF22abaqzcm,SN2022rhm,0.051
ZTF22abarhid,SN2022rid,0.07
ZTF22abatsqa,SN2022rjr,0.061
ZTF22abatsyj,SN2022rll,0.079903
ZTF22abaucrh,SN2019uzd,0.03237
ZTF22abavsqq,SN2022rjx,0.08
ZTF22abawyul,SN2022rng,0.09
ZTF22abaxmks,SN2022rjl,0.111
ZTF22abaxtfy,SN2022rjj,0.05619
ZTF22abayewb,SN2022rnu,0.063
ZTF22abbaqil,SN2022rld,0.089
ZTF22abbausm,SN2022rky,0.029774
ZTF22abbbwtl,SN2022rso,0.050768
ZTF22abbgyvi,SN2024rxa,0.02
ZTF22abbiqoi,SN2022rkn,0.09
ZTF22abbirsn,SN2022rnn,0.089
ZTF22abbkxor,SN2022ruz,0.075
ZTF22abblogu,SN2022rnw,0.078
ZTF22abbmgdo,SN2022rnz,0.07
ZTF22abbmgne,SN2022rvb,0.065
ZTF22abboovp,SN2022rut,0.062
ZTF22abbsbys,SN2022ryw,0.075
ZTF22abbtjlb,SN2022sda,0.09
ZTF22abbtmdv,SN2022rsb,0.096
ZTF22abbtqmf,SN2022rzz,0.08523
ZTF22abcbses,SN2022rvz,0.079
ZTF22abcckha,SN2022rvy,0.099
ZTF22abclcse,SN2022sfg,0.062
ZTF22abcuctb,SN2022sdw,0.094
ZTF22abcuiht,SN2022sdu,0.065
ZTF22abddvec,SN2022sjf,0.042
ZTF22abdfjjo,SN2022sfc,0.033
ZTF22abdlnkm,SN2022smv,0.081
ZTF22abdlohy,SN2022shl,0.031
ZTF22abdstgi,SN2022ssj,0.076
ZTF22abdtcki,SN2022sml,0.087
ZTF22abdtpru,SN2022ssh,0.073
ZTF22abdxbyh,SN2022ssl,0.064
ZTF22abdxjhr,SN2022son,0.084
ZTF22abecbbd,SN2022szg,0.06
ZTF22abegteh,SN2022ssk,0.042
ZTF22abeijrg,SN2022sue,0.05
ZTF22abeioig,SN2022szq,0.091
ZTF22abeipbi,SN2022sum,0.046
ZTF22abekkwn,SN2022suc,0.08
ZTF22abeltic,SN2022tku,0.081
ZTF22abemaki,SN2022suv,0.073
ZTF22abembaz,SN2022taw,0.0684
ZTF22abevcjl,SN2022tra,0.059
ZTF22abfbjem,SN2022upb,0.081
ZTF22abfjlue,SN2022tmz,0.032
ZTF22abfoiaa,SN2022tqp,0.091
ZTF22abfrbnl,SN2022ubr,0.05
ZTF22abfrbzi,SN2022udo,0.092
ZTF22abfskre,SN2022trc,0.06
ZTF22abfspdz,SN2022tsg,0.07
ZTF22abftfug,SN2022uih,0.072
ZTF22abfutmm,SN2022udl,0.106
ZTF22abfviaz,SN2022ufq,0.09
ZTF22abfvibh,SN2022tvz,0.0233
ZTF22abfviis,SN2022ufp,0.065
ZTF22abfvjeg,SN2022ukm,0.084
ZTF22abfvjky,SN2022ufo,0.063
ZTF22abfvsbt,SN2022vek,0.029596
ZTF22abfvvpv,SN2022uph,0.059
ZTF22abfvxlz,SN2022vfu,0.117773
ZTF22abfvzqg,SN2022ube,0.06
ZTF22abfwbgr,SN2022ufg,0.069
ZTF22abfwthv,SN2022uoo,0.075264
ZTF22abfxmiu,SN2022tug,0.099
ZTF22abfxmvf,SN2022uwh,0.09
ZTF22abfxwkm,SN2022vbc,0.101
ZTF22abfxwub,SN2022uib,0.08
ZTF22abfynfa,SN2022uia,0.109
ZTF22abfynid,SN2022ujv,0.08
ZTF22abfypms,SN2022ujs,0.087
ZTF22abfyqmh,SN2022uhd,0.053
ZTF22abfyrxh,SN2022uua,0.034487
ZTF22abfyukg,SN2022uil,0.044
ZTF22abfyyew,SN2022uji,0.068
ZTF22abfyzir,SN2022uoq,0.053
ZTF22abfzaed,SN2022ubg,0.01
ZTF22abfzaqd,SN2022uou,0.063
