ZTFID,IAUID,host_redshift
ZTF21aaewexx,SN2021amp,0.06
ZTF21aaezixn,SN2021asu,0.04
ZTF21aafkgvj,SN2021aub,0.06
ZTF21aagkhwf,SN2021bmr,0.08
ZTF21aaglret,SN2021bon,0.063
ZTF21aagmoqw,SN2021bjz,0.0554
ZTF21aagmqic,SN2021bou,0.055
ZTF21aagofpx,SN2021bsp,0.055
ZTF21aagogqe,SN2021cbp,0.069
ZTF21aagojfe,SN2021blp,0.026872
ZTF21aagolae,SN2021acng,0.072074
ZTF21aagoliy,SN2021cjc,0.07484
ZTF21aagolqa,SN2021bpi,0.1
ZTF21aagqcnl,SN2021biz,0.021515
ZTF21aagrbpi,SN2021cac,0.067
ZTF21aagrhot,SN2021bpq,0.1
ZTF21aagrjag,SN2021bnv,0.078866
ZTF21aagtceu,SN2021bqg,0.044665
ZTF21aagtcgb,SN2021bmb,0.0375
ZTF21aagtexi,SN2021bqo,0.08
ZTF21aagtoic,SN2021bqu,0.09
ZTF21aagtpyw,SN2021bto,0.076
ZTF21aagtuzm,SN2021btm,0.042
ZTF21aagvmqr,SN2021bhb,0.035521
ZTF21aagxmcs,SN2021cca,0.085
ZTF21aagycmk,SN2021blv,0.08
ZTF21aagycrc,SN2021bjd,0.068
ZTF18aasdted,SN2018big,0.01815
ZTF18aawseij,SN2023nnl,0.0617
ZTF18aaxmhvk,SN2018cne,0.08
ZTF18abavruc,SN2013ld,0.02741
ZTF18abdfydj,SN2018dzr,0.07
ZTF18abetejo,SN2018dvd,0.07
ZTF18abfwuwn,SN2018ecq,0.1
ZTF18abjgyyr,SN2018efe,0.05
ZTF18abkudjo,SN2018eqg,0.09216
ZTF18abmjvpb,SN2018fli,0.066077
ZTF18absdgon,SN2018frx,0.085
ZTF18abxtoqz,SN2023wqq,0.082495
ZTF18acbyyff,SN2018huz,0.07
ZTF18acefhxx,SN2018isv,0.08
ZTF18acqsztr,SN2020jir,0.083589
ZTF18acslpba,SN2018jpn,0.03013
ZTF18acurlbj,SN2018jnf,0.05
ZTF18acwwowy,SN2018kxz,0.055168
ZTF18aczqtpt,SN2018kwq,0.069
ZTF18adbckox,SN2018lem,0.05
ZTF19aafwrhf,SN2019wis,0.052672
ZTF19aailuvj,SN2019awc,0.071
ZTF19aalcyfd,SN2019bic,0.035187
ZTF19aalzmiu,SN2019bou,0.11
ZTF19aamjvie,SN2019bsp,0.042
ZTF19aanejfr,SN2019ces,0.0428
ZTF19aanjlwx,SN2019cex,0.05
ZTF19aanuuen,SN2019crr,0.0701
ZTF19aardunx,SN2019dpw,0.04301
ZTF19aatgznl,SN2019ekb,0.0671
ZTF19aavlnjz,SN2019gcu,0.085
ZTF19aawrumx,SN2019gxu,0.06
ZTF19aaycomi,SN2019hbb,0.03
ZTF19abadskf,SN2019huh,0.04106
ZTF19abaosan,SN2019igg,0.047
ZTF19abctnpk,SN2019kiu,0.08
ZTF19abdvpfj,SN2019kfj,0.092
ZTF19abfhszx,SN2019lfu,0.06
ZTF19abglmpf,SN2019llk,0.041
ZTF19abhzelh,SN2019lrv,0.05352
ZTF19abkdehm,SN2019mbn,0.08
ZTF19ablpfhz,SN2019mgb,0.06
ZTF19abnagzk,SN2019osn,0.09
ZTF19abopflp,SN2019ney,0.07
ZTF19abpbqor,SN2019ner,0.053
ZTF19abpypvc,SN2019oly,0.084
ZTF19abqlrtb,SN2019nwf,0.057
ZTF19abrmlxu,SN2019oym,0.065
ZTF19aburnqh,SN2019phs,0.038
ZTF19abxfeln,SN2019qfc,0.1
ZTF19abyzuos,SN2019qdj,0.08
ZTF19abzprpk,SN2019qkz,0.077
ZTF19acbiwjk,SN2019rhw,0.09
ZTF19acbykmk,SN2019rqo,0.061
ZTF19acduqvr,SN2019sqb,0.083
ZTF19acewotx,SN2019sql,0.0764
ZTF19acgjosf,SN2019szf,0.070481
ZTF19achejoc,SN2019tpe,0.05
ZTF19acjjwsy,SN2019tqj,0.104
ZTF19aclhohd,SN2019tpp,0.06972
ZTF19acmgyka,SN2019ulr,0.059
ZTF19acojuzv,SN2019uee,0.04
ZTF19acrenwk,SN2019uyw,0.078
ZTF19acuymeu,SN2019vsm,0.04
ZTF19acxgwid,SN2019vva,0.0746
ZTF19acyfakk,SN2019wmx,0.039978
ZTF19adajqwl,SN2019xbr,0.13
ZTF19adcdrng,SN2019yzy,0.085
ZTF20aaawmxq,SN2020nv,0.09
ZTF20aacbgvj,SN2019xuj,0.076
ZTF20aaevgyr,SN2020sk,0.087
ZTF20aaideho,SN2020aul,0.093
ZTF20aajvcwd,SN2020boo,0.0664
ZTF20aalrptc,SN2020bqz,0.053965
ZTF20aamnvij,SN2020chi,0.07
ZTF20aaoojli,SN2020cvw,0.051066
ZTF20aauwhyi,SN2020hha,0.0732
ZTF20aavpnlv,SN2020hvf,0.005838
ZTF20aawdjlp,SN2020ihr,0.03
ZTF20aaxndzx,SN2020izx,0.088
ZTF20aazooyu,SN2020kbq,0.12
ZTF20abeeyre,SN2020may,0.0534
ZTF20abewogd,SN2020muw,0.06
ZTF20abhrmxh,SN2020njr,0.066
ZTF20abjubmm,SN2020oer,0.082736
ZTF20abkzhpk,SN2020pnp,0.074
ZTF20abmcwtd,SN2020pmy,0.07
ZTF20abndzyc,SN2020qcg,0.07
ZTF20abpsbyg,SN2020qsd,0.054
ZTF20abqetet,SN2020rlz,0.06
ZTF20abswgbn,SN2020rkc,0.062
ZTF20abujoya,SN2020rov,0.07
ZTF20abxfiev,SN2020sfs,0.08
ZTF20abyfmjr,SN2020skr,0.099
ZTF20abzvxyk,SN2020tpn,0.093
ZTF20acbovrt,SN2020tug,0.05
ZTF20acdnmpv,SN2020uca,0.065
ZTF20acgbkji,SN2020unl,0.04
ZTF20acgprcg,SN2020uwr,0.091
ZTF20achbkud,SN2020uzh,0.085
ZTF20aciievv,SN2020wtq,0.007
ZTF20acixidp,SN2020xyj,0.07
ZTF20ackkejs,SN2020xyd,0.09171
ZTF20aclzegl,SN2020xqr,0.06
ZTF20acnywhz,SN2020ykc,0.1
ZTF20acoqpbg,SN2020yss,0.060168
ZTF20acoxmsr,SN2020yza,0.071
ZTF20acphccy,SN2020aabj,0.065
ZTF20acpkzxq,SN2020zgk,0.111
ZTF20acrbpqd,SN2020zyv,0.067807
ZTF20actpbck,SN2020abce,0.056
ZTF20acvagdq,SN2020aboj,0.035428
ZTF20acwcqnv,SN2020acae,0.136
ZTF20acwujgz,SN2020acrz,0.07
ZTF20acxsxac,SN2020actp,0.045795
ZTF20aczfwjj,SN2020adik,0.042
ZTF21aaabtyq,SN2021G,0.051295
ZTF21aaaytny,SN2021mc,0.0459
ZTF21aabhqng,SN2021lr,0.045
ZTF21aabvdjw,SN2021aoc,0.092
ZTF21aacscvb,SN2021zs,0.07
ZTF21aacvrzy,SN2021abi,0.07
ZTF21aacxung,SN2021yr,0.046118
ZTF21aadebss,SN2021ajz,0.08
ZTF21aadktwq,SN2021aof,0.0653
ZTF21aagnwkk,SN2021bne,0.113
ZTF21aagocor,SN2021bpn,0.06
ZTF21aagsihi,SN2021bsf,0.0237
ZTF21aagyewh,SN2021bjw,0.051646
ZTF21aagyrvh,SN2021bta,0.061207
ZTF21aahargb,SN2021caf,0.07
ZTF21aahccrk,SN2021bvf,0.097932
ZTF21aahdpvi,SN2021ble,0.045
ZTF21aahfjlo,SN2021clz,0.039
ZTF21aahkvem,SN2021cbx,0.07
ZTF21aahnkut,SN2021cez,0.07
ZTF21aahptas,SN2021cev,0.076231
ZTF21aahptim,SN2021ccl,0.090356
ZTF21aahtmlu,SN2021cju,0.07
ZTF21aahvuvi,SN2021cdi,0.078297
ZTF21aaifyvi,SN2021ckc,0.053072
ZTF21aaigqir,SN2021cjb,0.071186
ZTF21aaihala,SN2021cdo,0.019
ZTF21aaikpnj,SN2021dnh,0.06195
ZTF21aaixlfe,SN2021ckg,0.034014
ZTF21aajaljq,SN2021cyn,0.06
ZTF21aajdbhw,SN2021cym,0.04
ZTF21aajfpwk,SN2021cxw,0.079139
ZTF21aajtszm,SN2021cys,0.06
ZTF21aajuerd,SN2021crz,0.069197
ZTF21aajvvbn,SN2024qwb,0.074
ZTF21aakbgpf,SN2021crv,0.05
ZTF21aakijia,SN2021csf,0.05
ZTF21aakildf,SN2021cta,0.081092
ZTF21aakjhcb,SN2021dcu,0.042
ZTF21aaknzxo,SN2020adkj,0.029544
ZTF21aaksblr,SN2021cxd,0.08
ZTF21aakvhtz,SN2021cuy,0.09
ZTF21aakvrgb,SN2021del,0.049312
ZTF21aakyqkb,SN2021dai,0.07
ZTF21aalcsng,SN2021dam,0.053642
ZTF21aalekwo,SN2021dgc,0.07
ZTF21aalenaa,SN2021ddu,0.0970332
ZTF21aalgqsv,SN2021dic,0.079358
ZTF21aalgszc,SN2021dev,0.054224
ZTF21aalhrtk,SN2021dmt,0.0351
ZTF21aalimtr,SN2021dfs,0.051344
ZTF21aalinof,SN2021dch,0.020165
ZTF21aaljjvt,SN2021dha,0.080131
ZTF21aalkknw,SN2021dnk,0.1
ZTF21aalnyny,SN2021dit,0.041585
ZTF21aaloalc,SN2021dgm,0.059469
ZTF21aalofsw,SN2021dks,0.06
ZTF21aaluoym,SN2021dhy,0.066436
ZTF21aalxpnl,SN2021dhf,0.0818217
ZTF21aalxurs,SN2021die,0.079359
ZTF21aalydkl,SN2021dnl,0.0558111
ZTF21aalyvyw,SN2021div,0.06242
ZTF21aamesud,SN2021dep,0.036805
ZTF21aamfcji,SN2021dnm,0.0460705
ZTF21aamgrtx,SN2021drp,0.0444
ZTF21aamhtui,SN2021dmq,0.04
ZTF21aamiukc,SN2021dqo,0.078
ZTF21aamjgfp,SN2021dqa,0.065589
ZTF21aamkxbl,SN2021dwo,0.057153
ZTF21aamokak,SN2021dov,0.012
ZTF21aamttit,SN2021drc,0.040571
ZTF21aamuniy,SN2021dpw,0.08
ZTF21aamwlzd,SN2023hsw,0.0417
ZTF21aamwpdf,SN2020nvb,0.002939
ZTF21aamwyql,SN2021drw,0.056
ZTF21aamwzfi,SN2021drg,0.1
ZTF21aamxduf,SN2021eij,0.1
ZTF21aanjejr,SN2024zop,0.043257
ZTF21aanswls,SN2021ell,0.025
ZTF21aanuyro,SN2021eno,0.07
ZTF21aanwbhk,SN2021fbd,0.08
ZTF21aanwfjk,SN2021ecv,0.065078
ZTF21aanyfqu,SN2021esh,0.067158
ZTF21aanyyde,SN2021egg,0.06
ZTF21aaocibg,SN2021epo,0.071
ZTF21aaodljj,SN2021epq,0.053
ZTF21aaoekcj,SN2021epv,0.030915
ZTF21aaoexgy,SN2021fbc,0.057
ZTF21aaogglh,SN2021end,0.071343
ZTF21aaoghxv,SN2021foy,0.0801
ZTF21aaogifb,SN2021emc,0.02
ZTF21aaoppzc,SN2021fok,0.07
ZTF21aaopqqk,SN2021gbq,0.0705
ZTF21aaoqcnh,SN2021feu,0.04
ZTF21aaoqefp,SN2021grt,0.06
ZTF21aaoqvzv,SN2021hbl,0.057
ZTF21aaossxf,SN2021fco,0.055478
ZTF21aaovdlh,SN2021fck,0.056
ZTF21aaovhxe,SN2021feg,0.06
ZTF21aapduck,SN2021fyh,0.058
ZTF21aapehpx,SN2021fym,0.034
ZTF21aapejbx,SN2021fxp,0.07
ZTF21aapfime,SN2021fqk,0.06885
ZTF21aapfpod,SN2021fzf,0.061786
ZTF21aaphzsw,SN2021ftu,0.08
ZTF21aapjact,SN2025iym,0.069
ZTF21aapjcqb,SN2021fwy,0.07
ZTF21aapjqdl,SN2021fwr,0.08
ZTF21aapkfjx,SN2021fqb,0.035
ZTF21aapkhsc,SN2021fof,0.04
ZTF21aapkvrd,SN2021gqc,0.047
ZTF21aaplfah,SN2021fnt,0.0358
ZTF21aaplnxw,SN2021glz,0.08
ZTF21aapnlfx,SN2021gbo,0.09
ZTF21aapowty,SN2021ghc,0.046217
ZTF21aappehx,SN2021gwu,0.054514
ZTF21aappktx,SN2021fwm,0.07
ZTF21aaprfkc,SN2021gwp,0.056
ZTF21aaprfqv,SN2021fxy,0.0094
ZTF21aaprgdh,SN2021fom,0.09
ZTF21aaptouk,SN2021gfi,0.095
ZTF21aapvsxv,SN2021gez,0.03206
ZTF21aapxtqg,SN2021gjm,0.0451
ZTF21aapyiku,SN2021gtp,0.019685
ZTF21aapzgtu,SN2021gft,0.07
ZTF21aapzzgf,SN2021gkb,0.069395
ZTF21aaqafcf,SN2021gkk,0.0433
ZTF21aaqdxzv,SN2021gwa,0.070355
ZTF21aaqftpz,SN2021gmh,0.025
ZTF21aaqgrrf,SN2021gqm,0.082
ZTF21aaqhwgh,SN2021gym,0.08317
ZTF21aaqizwm,SN2021hei,0.06
ZTF21aaqprjz,SN2021gyh,0.08
ZTF21aaqpykm,SN2021hay,0.06
ZTF21aaqsprr,SN2021hiw,0.07
ZTF21aaquiwu,SN2021hdv,0.04050153
ZTF21aaqujke,SN2021hix,0.0657
ZTF21aaqupdt,SN2021huq,0.080522
ZTF21aaqvuyf,SN2021hmb,0.053
ZTF21aaqwbgq,SN2021hjb,0.06651
ZTF21aaqwjlz,SN2021hem,0.035
ZTF21aaqytjr,SN2021hiz,0.003319
ZTF21aaqzkhx,SN2021hlw,0.050822
ZTF21aaqzqaa,SN2021huk,0.064
ZTF21aaraqpr,SN2021hke,0.0804
ZTF21aarcldd,SN2021hol,0.084
ZTF21aardybv,SN2021hlp,0.065
ZTF21aareexg,SN2021hsg,0.1049
ZTF21aarejnt,SN2021hoy,0.061
ZTF21aarguvb,SN2021lht,0.055
ZTF21aarhnwn,SN2021hup,0.049
ZTF21aarhzdh,SN2021iai,0.06973109
ZTF21aarigsr,SN2021iaf,0.059
ZTF21aarjczf,SN2021ics,0.06
ZTF21aarmjai,SN2021hok,0.1
ZTF21aarmkuj,SN2021ibo,0.058
ZTF21aarohyu,SN2021hzo,0.063
ZTF21aarojxa,SN2021hzn,0.088724
ZTF21aarqkes,SN2021hpr,0.009346
ZTF21aarrplo,SN2021huu,0.046248
ZTF21aarrwdu,SN2021hva,0.033
ZTF21aarskup,SN2021iie,0.1
ZTF21aarwlht,SN2021hyt,0.08449315
ZTF21aarxsfm,SN2021hyg,0.088993
ZTF21aarzgql,SN2021iet,0.1
ZTF21aasafkl,SN2021igt,0.075382
ZTF21aasaxdk,SN2021hwx,0.08748219
ZTF21aasaxfg,SN2021ihz,0.069972
ZTF21aasbjgq,SN2021hwq,0.08
ZTF21aasbkrl,SN2021hwp,0.09
ZTF21aasbxng,SN2021hwk,0.041
ZTF21aasctwo,SN2021idy,0.066
ZTF21aascwrr,SN2021iio,0.086
ZTF21aasgffc,SN2021ikn,0.07
ZTF21aaskyvp,SN2021icu,0.1
ZTF21aassamj,SN2021ify,0.056
ZTF21aastazz,SN2021ijb,0.053
ZTF21aasuazz,SN2021ipf,0.055735
ZTF21aasufxv,SN2021ikf,0.0441
ZTF21aaswtok,SN2021inj,0.041
ZTF21aaswvyc,SN2021ijy,0.07
ZTF21aasyydo,SN2021ini,0.061012
ZTF21aasyzkt,SN2021iqt,0.062
ZTF21aatdzmt,SN2021imq,0.076
ZTF21aateglh,SN2021iue,0.09
ZTF21aatkdcw,SN2021irx,0.090764
ZTF21aatklhw,SN2021isv,0.06689
ZTF21aatlbsi,SN2021ipy,0.07
ZTF21aatlesr,SN2021ipb,0.036912
ZTF21aatsafx,SN2021ish,0.059
ZTF21aatvcdl,SN2021iyb,0.05
ZTF21aatwlhj,SN2021iwz,0.101767
ZTF21aatyplr,SN2021jag,0.008382
ZTF21aauamtx,SN2021jpv,0.09
ZTF21aaufthj,SN2021jtk,0.054
ZTF21aaufvpg,SN2021jap,0.03
ZTF21aaugbus,SN2021jka,0.03
ZTF21aaunadg,SN2021jai,0.02
ZTF21aauzzny,SN2021jji,0.072
ZTF21aavbrwr,SN2021kdy,0.11
ZTF21aavheiv,SN2021kcu,0.053
ZTF21aavhlry,SN2021jwl,0.03839
ZTF21aavhsdw,SN2021jwk,0.061
ZTF21aavozbk,SN2021kax,0.072
ZTF21aavqwhh,SN2021kkf,0.07
ZTF21aavsbkt,SN2021jvy,0.099195
ZTF21aavuprl,SN2021kdz,0.09
ZTF21aawckpe,SN2021jzw,0.04744374
ZTF21aawiwqh,SN2021khl,0.063525
ZTF21aawlwoy,SN2021kqa,0.0503049
ZTF21aawqpuf,SN2021khe,0.1
ZTF21aawtazf,SN2021kkz,0.061948
ZTF21aawtewf,SN2021kgu,0.103636
ZTF21aawyyha,SN2021kjj,0.056
ZTF21aawzsew,SN2021kjh,0.04931
ZTF21aaxbgul,SN2021kjf,0.1
ZTF21aaxgzln,SN2021klg,0.0275778
ZTF21aaxhzru,SN2021kpw,0.07
ZTF21aaxkckg,SN2021kmv,0.063
ZTF21aaxksct,SN2021kse,0.1
ZTF21aaxlbad,SN2021kmn,0.09
ZTF21aaxsnvk,SN2021krv,0.034477
ZTF21aaxstsv,SN2021ktw,0.09
ZTF21aaxstzy,SN2021kpu,0.069
ZTF21aaxtdrs,SN2021kre,0.07692
ZTF21aaxtjvm,SN2021kqt,0.107
ZTF21aaxtsqe,SN2021kqo,0.065749
ZTF21aaxubqf,SN2021kux,0.07373463
ZTF21aaxuywf,SN2021koq,0.020538
ZTF21aaxvnjy,SN2021ldj,0.073
ZTF21aaxvrva,SN2021kye,0.08157007
ZTF21aaxxjen,SN2021kun,0.093124
ZTF21aaxycms,SN2021ksm,0.08
ZTF21aaxyecd,SN2021kui,0.061249
ZTF21aaxzbrn,SN2021kxx,0.07
ZTF21aaxzczy,SN2021kua,0.06
ZTF21aaxzdxd,SN2021lhs,0.08
ZTF21aaxzkfe,SN2021ldd,0.08
ZTF21aayggyo,SN2021kwp,0.09
ZTF21aaygkfw,SN2021lwm,0.09
ZTF21aaygmiu,SN2021kwk,0.08
ZTF21aayquba,SN2021lhg,0.09
ZTF21aayqycm,SN2021leb,0.09
ZTF21aayrbnn,SN2021lea,0.09
ZTF21aazazvw,SN2021liw,0.0335
ZTF21aazbico,SN2021llv,0.082898
ZTF21aazcjbh,SN2021luu,0.1
ZTF21aazcune,SN2021lgl,0.09
ZTF21aazebgh,SN2021lin,0.076
ZTF21aazfkyj,SN2021lia,0.062
ZTF21aazfmxb,SN2021lhz,0.053
ZTF21aazieut,SN2021low,0.021958
ZTF21aazlxiw,SN2021lta,0.1
ZTF21aazsgyr,SN2021lwl,0.052
ZTF21aazvrjy,SN2021lsv,0.055948
ZTF21abaaipx,SN2021lrp,0.073
ZTF21abaakwd,SN2021lvk,0.040978
ZTF21abaevgu,SN2021lvg,0.06960922
ZTF21abahgst,SN2021lvc,0.1
ZTF21abahyyj,SN2021luy,0.08
ZTF21abameyr,SN2021lxo,0.059771
ZTF21abamotd,SN2021mfn,0.071
ZTF21abaphri,SN2021mcg,0.06
ZTF21abaputv,SN2021lxg,0.07
ZTF21abasxdp,SN2021meh,0.07209
ZTF21abatolf,SN2021mfq,0.0449
ZTF21abbaerh,SN2021mgb,0.03426
ZTF21abbcsfu,SN2021mmp,0.073
ZTF21abbewsz,SN2021mqi,0.0746
ZTF21abbjybk,SN2021mld,0.08
ZTF21abbkefe,SN2021mid,0.041542
ZTF21abbkglo,SN2021mim,0.03812
ZTF21abbliav,SN2021mqv,0.049
ZTF21abbodnh,SN2021mqj,0.085
ZTF21abbuylk,SN2021mfy,0.087
ZTF21abbvkpr,SN2021mnd,0.03
ZTF21abbytmm,SN2021msv,0.054
ZTF21abbzcxe,SN2021mtq,0.054
ZTF21abbzhvg,SN2021mth,0.072089
ZTF21abbzjeq,SN2021mwb,0.043
ZTF21abbzqvv,SN2021mvl,0.0718439
ZTF21abcbwke,SN2021nis,0.02355
ZTF21abccplz,SN2021njs,0.082
ZTF21abceehu,SN2021mxs,0.03441
ZTF21abcfgub,SN2021nir,0.078
ZTF21abcgrcj,SN2021mzb,0.055
ZTF21abcgufz,SN2021pib,0.067
ZTF21abcgxwy,SN2021nic,0.05358
ZTF21abchdql,SN2021ncx,0.083
ZTF21abcimwb,SN2021nlh,0.07
ZTF21abcmcuq,SN2021nrr,0.092
ZTF21abcmepi,SN2021nlj,0.089
ZTF21abcmjdy,SN2021nwc,0.095
ZTF21abcmlzt,SN2021nnk,0.083
ZTF21abcnkbe,SN2021nsd,0.046
ZTF21abcnpnk,SN2021ntw,0.099
ZTF21abcouxj,SN2021nqm,0.06218
ZTF21abcpazz,SN2021ntq,0.118
ZTF21abcrhbt,SN2021owq,0.089
ZTF21abcrhpk,SN2021nqo,0.0744
ZTF21abctmnb,SN2021nzb,0.045
ZTF21abctnoh,SN2021nya,0.0644541
ZTF21abcwsho,SN2021orm,0.07408
ZTF21abcxner,SN2021nxh,0.072
ZTF21abcxswe,SN2021och,0.032056
ZTF21abcxwxi,SN2021oat,0.02252
ZTF21abcympb,SN2021oan,0.079
ZTF21abczjhy,SN2021nyt,0.064524
ZTF21abdcauj,SN2021oal,0.09778
ZTF21abdfdwi,SN2021oei,0.0861228
ZTF21abdhetx,SN2021obh,0.059
ZTF21abdlrpr,SN2021ooe,0.065
ZTF21abdlvxh,SN2021oez,0.039074
ZTF21abdlyrc,SN2021ojn,0.0806675
ZTF21abdpios,SN2021oia,0.06381
ZTF21abdthxn,SN2021phi,0.099
ZTF21abdveqn,SN2021omp,0.023653
ZTF21abedvkp,SN2021ouy,0.13
ZTF21abeeewf,SN2021pbf,0.07
ZTF21abeokcr,SN2021pci,0.070246
ZTF21abephjt,SN2021pby,0.03
ZTF21abfjgwr,SN2021pmj,0.08
ZTF21abfjrjy,SN2021pka,0.074052
ZTF21abflgpq,SN2021qdx,0.051
ZTF21abfnfdw,SN2021pqk,0.03676
ZTF21abfnjiu,SN2021pkq,0.069
ZTF21abfoxwp,SN2021pnj,0.068
ZTF21abfqisi,SN2021pmt,0.084
ZTF21abfqvjb,SN2021pmq,0.046826
ZTF21abfxfqu,SN2021pro,0.068607
ZTF21abfxjik,SN2021poa,0.08
ZTF21abfxlvo,SN2021prh,0.07
ZTF21abgcgem,SN2021pyz,0.061
ZTF21abgmyzw,SN2021qdk,0.088
ZTF21abgxudc,SN2021qgs,0.0264
ZTF21abgywtg,SN2021qgh,0.112
ZTF21abgzlyi,SN2021qgc,0.059
ZTF21abgzpii,SN2021qfy,0.065
ZTF21abhaqju,SN2021qil,0.03
ZTF21abhhbmd,SN2021qnv,0.042
ZTF21abhkeak,SN2021qoo,0.065
ZTF21abhrmrv,SN2021qtg,0.04
ZTF21abhtafw,SN2021qqn,0.02349
ZTF21abhtaiv,SN2021qtc,0.081
ZTF21abhthvj,SN2021qta,0.0689
ZTF21abhtkiy,SN2021qxe,0.076
ZTF21abhtlrj,SN2021rde,0.111
ZTF21abhuoyz,SN2021qyh,0.0875
ZTF21abhuqpe,SN2021qve,0.034551
ZTF21abhvexz,SN2021ptu,0.067
ZTF21abhvquj,SN2021qvc,0.088
ZTF21abhwnvw,SN2021qvb,0.062043
ZTF21abhyukx,SN2021qxq,0.0886
ZTF21abhzboh,SN2021qyc,0.051118
ZTF21abhzicj,SN2021qzn,0.03946
ZTF21abiacmi,SN2021qxu,0.038
ZTF21abiacoi,SN2021res,0.061
ZTF21abiawpf,SN2021rce,0.073
ZTF21abicabp,SN2021ret,0.079
ZTF21abidikc,SN2021rcp,0.03921
ZTF21abidtrd,SN2021rax,0.048
ZTF21abifxhe,SN2021rdp,0.0691401
ZTF21abilrxd,SN2021rgm,0.017
ZTF21abimejj,SN2021rkk,0.085
ZTF21abiuvdk,SN2021rhu,0.003502
ZTF21abiyyob,SN2021sck,0.045
ZTF21abizmnw,SN2021sco,0.054
ZTF21abizpri,SN2021rky,0.057476
ZTF21abizxkw,SN2021rkv,0.094703
ZTF21abjaksr,SN2021rkp,0.104
ZTF21abjbnhh,SN2021ryz,0.021612
ZTF21abjbrrj,SN2021sbu,0.03272799
ZTF21abjciip,SN2021sbs,0.066872
ZTF21abjdiok,SN2021set,0.074
ZTF21abjeyoh,SN2021sfh,0.06
ZTF21abjhxqg,SN2021sbc,0.1
ZTF21abjpphz,SN2021seh,0.088
ZTF21abjrptn,SN2021sdz,0.05
ZTF21abjrwhq,SN2021sdv,0.05747
ZTF21abjtqyq,SN2021sis,0.097
ZTF21abjvtxq,SN2021shl,0.07
ZTF21abjvwcd,SN2021spc,0.09
ZTF21abjvwdj,SN2021sic,0.0423
ZTF21abkaoxe,SN2021sve,0.0543
ZTF21abkavmp,SN2021sqe,0.0366729982
ZTF21abkdpnw,SN2021soe,0.012
ZTF21abkezqs,SN2021spq,0.093
ZTF21abkintm,SN2021sry,0.074
ZTF21abkkuja,SN2021swy,0.054164
ZTF21abkkwie,SN2021sub,0.059018
ZTF21abklnfg,SN2021stz,0.08
ZTF21abkqkon,SN2021swl,0.0885
ZTF21abkrteb,SN2021tfx,0.07295
ZTF21abkzgae,SN2021tey,0.070063
ZTF21ablducj,SN2021tjc,0.052
ZTF21abljmmv,SN2021tgb,0.05
ZTF21ablqsnv,SN2021tif,0.0492901
ZTF21ablrhtk,SN2021tix,0.058086
ZTF21ablvtrn,SN2021tis,0.09
ZTF21ablwfcp,SN2021thm,0.035
ZTF21abmcori,SN2021tle,0.08
ZTF21abmdhes,SN2021tol,0.04
ZTF21abmdnft,SN2021tks,0.065
ZTF21abmfrad,SN2021tnt,0.046
ZTF21abmgxyu,SN2021tnd,0.085
ZTF21abmjivk,SN2021tmf,0.02566
ZTF21abmpnui,SN2021szm,0.0425
ZTF21abmqpja,SN2021tpf,0.1
ZTF21abmspkq,SN2021tsj,0.0772787
ZTF21abmsppx,SN2021tto,0.063092
ZTF21abmspzt,SN2021tvo,0.09338
ZTF21abmwgdf,SN2021tti,0.074
ZTF21abmwghp,SN2021tth,0.072
ZTF21abmwgow,SN2021ttg,0.068
ZTF21abmwmnp,SN2021ttc,0.096
ZTF21abmwwsq,SN2021tvm,0.037
ZTF21abmzpmc,SN2021tuo,0.104
ZTF21abnfgff,SN2021tvc,0.06
ZTF21abnspht,SN2021tyg,0.074937
ZTF21abnujlh,SN2021uuv,0.044578
ZTF21abnvsic,SN2021uby,0.072
ZTF21abothvq,SN2021uib,0.0576
ZTF21abotuqo,SN2021udt,0.074
ZTF21abouexm,SN2021ucq,0.059
ZTF21abovblm,SN2021uvj,0.068
ZTF21abowpnd,SN2021uij,0.0613064
ZTF21abowqqa,SN2021uga,0.09
ZTF21abowsub,SN2021udp,0.075855
ZTF21abpamxn,SN2021udw,0.063
ZTF21abpaodi,SN2021uhx,0.046247
ZTF21abpapvy,SN2021uhe,0.088
ZTF21abpivbd,SN2021uns,0.06098044
ZTF21abpjpxr,SN2021uwa,0.09
ZTF21abplgag,SN2021uhl,0.07521
ZTF21abprzfg,SN2021umd,0.06
ZTF21abpvrhn,SN2021uzu,0.045
ZTF21abqftqr,SN2021usd,0.02824
ZTF21abqfttg,SN2021umv,0.07
ZTF21abqgbau,SN2021ums,0.048557
ZTF21abqikvn,SN2021umh,0.02836
ZTF21abqixak,SN2021vji,0.098
ZTF21abqpwpu,SN2021vcz,0.108
ZTF21abqqcxf,SN2021uvd,0.082
ZTF21abqueax,SN2021vaw,0.11
ZTF21abqymzg,SN2021uyi,0.044
ZTF21abrapmf,SN2021vcy,0.07
ZTF21abrghol,SN2021vil,0.03787346
ZTF21abrhggj,SN2021vib,0.08
ZTF21abrlslx,SN2021vym,0.076079
ZTF21abrmefg,SN2021vhu,0.083
ZTF21abrofrx,SN2021vgg,0.09
ZTF21abrotmc,SN2021vku,0.097
ZTF21abrpdsp,SN2021vhh,0.036705
ZTF21abrpkzp,SN2021vrb,0.085
ZTF21abrskvb,SN2021vkr,0.083
ZTF21abrssvd,SN2021voy,0.091
ZTF21abrxgiv,SN2021vkm,0.061
ZTF21abrxoir,SN2021vju,0.026657
